2025-06-21 16:12:00,811 - RigelDBusServer - INFO - QueryWithTools called with query: "stop ztos-core.service"...
2025-06-21 16:12:00,843 - RigelDBusServer - ERROR - Error occurred during tool-based inference: unhandled errors in a TaskGroup (1 sub-exception)
2025-06-21 16:12:07,008 - RigelDBusServer - INFO - QueryWithTools called with query: "stop ztos-core.service"...
2025-06-21 16:12:07,027 - RigelDBusServer - ERROR - Error occurred during tool-based inference: unhandled errors in a TaskGroup (1 sub-exception)
2025-06-21 16:12:46,278 - RigelDBusServer - INFO - QueryWithTools called with query: "stop ztos-core.service"...
2025-06-21 16:12:56,928 - RigelDBusServer - INFO - QueryWithTools called with query: "stop ztos-core.service"...
2025-06-21 16:13:19,726 - RigelDBusServer - INFO - QueryWithTools called with query: "stop ztos-core.service use pkexec for sudo"...
2025-06-21 16:17:42,408 - RigelDBusServer - ERROR - Query with tools timed out after 2 minutes
2025-06-21 16:17:42,421 - RigelDBusServer - INFO - QueryWithTools called with query: "check system status"...
2025-06-21 16:18:02,473 - RigelDBusServer - INFO - QueryWithTools called with query: "check system status"...
2025-06-21 16:21:23,818 - RigelDBusServer - INFO - QueryWithTools called with query: "change the color of the termminal to black and white"...
2025-06-21 16:22:10,102 - RigelDBusServer - INFO - QueryWithTools called with query: "search a video called avicii without you piano riff and download it to the downloads directory use ...
2025-06-21 16:22:30,422 - RigelDBusServer - INFO - QueryWithTools called with query: "search a video called avicii without you piano riff and download it to the downloads directory use ...
2025-06-21 16:23:08,869 - RigelDBusServer - INFO - QueryWithTools called with query: "search a video called avicii without you piano riff and download it to the downloads directory use ...
2025-06-21 16:23:39,243 - RigelDBusServer - INFO - QueryWithTools called with query: "search a video called avicii without you piano riff and download it to the downloads directory use ...
2025-06-21 16:24:46,673 - RigelDBusServer - INFO - QueryWithTools called with query: "search a video called avicii without you piano riff and download it to the downloads directory use ...
2025-06-21 16:25:51,945 - RigelDBusServer - INFO - QueryWithTools called with query: "send an email to ometha12@gmail.com, use any browser you want"...
2025-06-21 16:25:57,684 - RigelDBusServer - INFO - QueryWithTools called with query: "send an email to ometha12@gmail.com, use any browser you want"...
2025-06-21 16:26:01,706 - RigelDBusServer - INFO - QueryWithTools called with query: "send an email to ometha12@gmail.com, use any browser you want"...
2025-06-21 16:26:13,588 - RigelDBusServer - INFO - QueryWithTools called with query: "send an email to ometha12@gmail.com, use any browser you want in my system"...
2025-06-21 16:32:12,203 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 6
2025-06-21 16:32:30,861 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 6
2025-06-21 16:32:36,122 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 6
2025-06-21 16:33:50,419 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 6
2025-06-21 16:33:55,682 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 16
2025-06-21 16:36:49,960 - RigelDBusServer - INFO - SynthesizeText called with mode: chunk, text length: 11
2025-06-21 16:38:07,479 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 16
2025-06-21 16:39:54,370 - RigelDBusServer - INFO - SynthesizeText called with mode: chunk, text length: 21
2025-06-21 16:40:03,082 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 23
2025-06-21 16:40:51,714 - RigelDBusServer - INFO - SynthesizeText called with mode: chunk, text length: 19
2025-06-21 16:41:01,368 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 25
2025-06-21 16:41:22,581 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 31
2025-06-21 16:42:29,593 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 13
2025-06-21 16:42:39,567 - RigelDBusServer - INFO - SynthesizeText called with mode: "chunk", text length: 35
2025-06-21 16:44:30,840 - RigelDBusServer - INFO - SynthesizeText called with mode: chunk, text length: 35
2025-06-21 16:44:45,327 - RigelDBusServer - INFO - SynthesizeText called with mode: chunk, text length: 21
2025-06-21 16:54:45,105 - RigelDBusServer - INFO - SynthesizeText called with mode: chunk, text length: 21
